name,platform,year,genre,publisher,na_sales,eu_sales,jp_sales,other_sales,global_sales,critic_score,critic_count,user_score,user_count,rating,date
Monster Frenzy,DS,2010.0,Puzzle,Lexicon Entertainment,0.01,0.0,0.0,0.0,0.01,,,,,E,2010-11-25
Dragons Dogma,PC,2016.0,Role-Playing,Capcom,0.0,0.01,0.0,0.0,0.01,,,,,,2016-06-10
LEGO Batman 2: DC Super Heroes,PC,2012.0,Action,Warner Bros. Interactive Entertainment,0.0,0.01,0.0,0.0,0.01,81.0,6.0,7.6,63.0,E10+,2012-05-08
Haunted Hotel: Ancient Curse,PC,2016.0,Adventure,Big Fish Games,0.0,0.01,0.0,0.0,0.01,,,,,,2016-10-04
Chaos Field,GC,2005.0,Shooter,Sega,0.01,0.0,0.0,0.0,0.01,63.0,7.0,5.3,4.0,E,2005-01-02
We Sing 80s,Wii,2012.0,Misc,Nordic Games,0.0,0.01,0.0,0.0,0.01,,,,,T,2012-09-03
Spintires,PC,2014.0,Adventure,Oovee Game Studios,0.0,0.01,0.0,0.0,0.01,67.0,15.0,7.8,132.0,E,2014-07-07
Monobeno: Pure Smile,PSV,2014.0,Adventure,HuneX,0.0,0.0,0.01,0.0,0.01,,,,,,2014-11-21
Derby Time Online,PS3,2008.0,Sports,Sony Computer Entertainment,0.0,0.0,0.01,0.0,0.01,,,,,,2008-01-06
R-Type Tactics II: Operation Bitter Chocolate,PSP,2009.0,Strategy,Irem Software Engineering,0.0,0.0,0.01,0.0,0.01,,,,,,2009-04-15
Renai 0 Kilometer,PSV,2014.0,Adventure,Kaga Create,0.0,0.0,0.01,0.0,0.01,,,,,,2014-03-20
We Sing (2016),PS4,2016.0,Misc,THQ Nordic,0.01,0.0,0.0,0.0,0.01,,,,,,2016-01-25
Horrible Histories: Ruthless Romans,DS,2009.0,Adventure,Slitherine Software,0.0,0.0,0.0,0.0,0.01,,,,,T,2009-04-22
Kidz Sports: Basketball,Wii,2008.0,Sports,Popcorn Arcade,0.01,0.0,0.0,0.0,0.01,,,,,E,2008-08-18
Jojos Bizarre Adventure,PS3,2012.0,Fighting,Virgin Interactive,0.0,0.01,0.0,0.0,0.01,,,,,,2012-01-20
Shogun: Total War,PC,2000.0,Strategy,Electronic Arts,0.0,0.01,0.0,0.0,0.01,84.0,24.0,8.7,86.0,T,2000-01-10
Captain Earth: Mind Labyrinth,PSV,2015.0,Adventure,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01,,,,,,2015-06-15
Narisokonai Eiyuutan: Taiyou to Tsuki no Monogatari,PSP,2009.0,Role-Playing,Irem Software Engineering,0.0,0.0,0.01,0.0,0.01,,,,,,2009-03-20
PAIN,PS3,2009.0,Action,Sony Computer Entertainment,0.0,0.01,0.0,0.0,0.01,71.0,37.0,6.2,37.0,T,2009-07-19
Maximum Racing: Super Truck Racer,Wii,2011.0,Racing,Unknown,0.01,0.0,0.0,0.0,0.01,,,,,E,2011-09-17
World War II Combat: Iwo Jima,X,2006.0,Shooter,Groove Games,0.01,0.0,0.0,0.0,0.01,25.0,4.0,,,M,2006-03-04
"Second Novel: Kanojo no Natsu, 15-Bun no Kioku",PSP,2010.0,Adventure,Nippon Ichi Software,0.0,0.0,0.01,0.0,0.01,,,,,,2010-03-15
G1 Jockey 4 2008,PS2,2008.0,Sports,Tecmo Koei,0.0,0.0,0.01,0.0,0.01,,,,,,2008-06-04
MotoGP 08,PC,2008.0,Racing,Capcom,0.0,0.01,0.0,0.0,0.01,65.0,9.0,5.6,8.0,E,2008-09-04
Disney Sports Basketball,GC,2002.0,Sports,Konami Digital Entertainment,0.01,0.0,0.0,0.0,0.01,37.0,5.0,7.8,4.0,E,2002-08-16
Jewel Pet: Kawaii Mahou no Fantasy,DS,2009.0,Simulation,MTO,0.0,0.0,0.01,0.0,0.01,,,,,,2009-12-07
Kodawari Saihai Simulation: Ocha no Ma Pro Yakyuu DS,DS,2009.0,Sports,Now Production,0.0,0.0,0.01,0.0,0.01,,,,,,2009-03-02
School Wars,PSP,2012.0,Adventure,Quinrose,0.0,0.0,0.01,0.0,0.01,,,,,,2012-11-08
Journey to the Center of the Earth,DS,2008.0,Adventure,THQ,0.01,0.0,0.0,0.0,0.01,39.0,5.0,,,E,2008-01-05
Suigetsu Portable,PSP,2008.0,Adventure,GN Software,0.0,0.0,0.01,0.0,0.01,,,,,,2008-07-11
Kawaii Koneko DS,DS,2008.0,Simulation,MTO,0.0,0.0,0.01,0.0,0.01,,,,,,2008-10-10
Castle of Shikigami III,X360,2007.0,Shooter,Arc System Works,0.0,0.0,0.01,0.0,0.01,,,,,,2007-11-08
Kuroyukihime: Snow Black,PSP,2014.0,Adventure,Quinrose,0.0,0.0,0.01,0.0,0.01,,,,,,2014-05-08
Tetris Ultimate ,3DS,2014.0,Puzzle,Ubisoft,0.0,0.01,0.0,0.0,0.01,68.0,12.0,4.3,14.0,E,2014-05-17
Photo Phantasy,DS,2011.0,Puzzle,Zoo Games,0.01,0.0,0.0,0.0,0.01,,,,,E,2011-07-10
Curse: The Eye of Isis,X,2003.0,Adventure,Wanadoo,0.01,0.0,0.0,0.0,0.01,59.0,19.0,6.0,4.0,M,2003-05-01
The Sims: Life Stories,PC,2007.0,Simulation,Electronic Arts,0.0,0.01,0.0,0.0,0.01,72.0,21.0,7.6,16.0,T,2007-05-22
Canimal Triple,3DS,2014.0,Misc,Warner Bros. Interactive Entertainment,0.0,0.01,0.0,0.0,0.01,,,,,,2014-01-20
Magus,PS3,2014.0,Role-Playing,Aksys Games,0.01,0.0,0.0,0.0,0.01,32.0,8.0,4.7,15.0,T,2014-11-18
Traxxpad: Portable Studio,PSP,2007.0,Misc,Eidos Interactive,0.01,0.0,0.0,0.0,0.01,,,,,,2007-11-19
Deal or No Deal: The Banker is Back!,Wii,2008.0,Misc,Mindscape,0.0,0.01,0.0,0.0,0.01,,,,,,2008-07-21
Fukakutei Sekai no Tantei Shinshi: Akugyou Futaasa no Jiken File,PS2,2009.0,Adventure,Abel,0.0,0.0,0.01,0.0,0.01,,,,,,2009-02-15
Tom Clancys Politika,PSP,2013.0,Strategy,Konami Digital Entertainment,0.0,0.0,0.01,0.0,0.01,,,,,,2013-12-20
Micro Machines V4,DS,2007.0,Racing,Codemasters,0.01,0.0,0.0,0.0,0.01,62.0,10.0,,,E,2007-06-23
Saints Row: Gat out of Hell,PS3,2015.0,Action,Deep Silver,0.0,0.01,0.0,0.0,0.01,,,6.7,14.0,M,2015-11-19
Machi-Ing Maker DS,DS,2008.0,Simulation,D3Publisher,0.0,0.0,0.01,0.0,0.01,,,,,,2008-06-02
Uchi no 3 Shimai DS 2: 3 Shimai no Dekake Daisakusen,DS,2009.0,Misc,Culture Brain,0.0,0.0,0.01,0.0,0.01,,,,,,2009-05-03
Simple DS Series Vol. 45: The Misshitsukara no Dasshutsu 2,DS,2008.0,Adventure,D3Publisher,0.0,0.0,0.01,0.0,0.01,,,,,,2008-08-03
Quantum Conundrum,PS3,2012.0,Action,Square Enix ,0.0,0.01,0.0,0.0,0.01,79.0,14.0,7.1,50.0,E,2012-01-23
Maximum Racing: Sprint Cars,Wii,2011.0,Racing,Unknown,0.01,0.0,0.0,0.0,0.01,,,,,E,2011-08-19
Ochaken no Daibouken 2: Yume Ippai no Omocha Hako,DS,2008.0,Simulation,MTO,0.0,0.0,0.01,0.0,0.01,,,,,,2008-09-05
Chronostacia,PSP,2014.0,Adventure,Idea Factory,0.0,0.0,0.01,0.0,0.01,,,,,,2014-03-08
Sword of the Stars: Complete Collection,PC,2010.0,Strategy,Paradox Interactive,0.0,0.01,0.0,0.0,0.01,,,8.5,19.0,E10+,2010-12-10
Fushigi no Chronicle: Furikaerimasen Katsu Madewa,PSV,2015.0,Action,Screenlife,0.0,0.0,0.01,0.0,0.01,,,,,,2015-01-04
FlatOut,Wii,2010.0,Racing,Zoo Games,0.01,0.0,0.0,0.0,0.01,,,7.5,15.0,T,2010-11-25
Tokyo Xanadu: Sakura Festival Package,PSV,2016.0,Role-Playing,Nihon Falcom Corporation,0.0,0.0,0.01,0.0,0.01,,,,,,2016-01-17
MEAN GIRLS,DS,2009.0,Strategy,505 Games,0.01,0.0,0.0,0.0,0.01,,,,,E10+,2009-05-04
Black & White 2: Battle of the Gods,PC,2006.0,Strategy,Electronic Arts,0.01,0.0,0.0,0.0,0.01,,,,,,2006-01-04
"My World, My Way",DS,2008.0,Role-Playing,Rising Star Games,0.0,0.0,0.01,0.0,0.01,67.0,12.0,,,E,2008-11-18
PES 2009: Pro Evolution Soccer,PC,2008.0,Sports,Konami Digital Entertainment,0.0,0.01,0.0,0.0,0.01,,,,,,2008-09-16
Nanairo Reincarnation,PSV,2015.0,Action,Silky`s,0.0,0.0,0.01,0.0,0.01,,,,,,2015-04-12
Summer Challenge: Athletics Tournament,PC,2011.0,Sports,PQube,0.0,0.01,0.0,0.0,0.01,,,,,,2011-03-23
Memories Off: AfterRain,PSP,2009.0,Adventure,5p,0.0,0.0,0.01,0.0,0.01,,,,,,2009-09-17
Burn Zombie Burn!,PC,2010.0,Shooter,P2 Games,0.0,0.01,0.0,0.0,0.01,72.0,4.0,4.4,16.0,M,2010-04-11
Zatch Bell! Mamodo Fury,PS2,2005.0,Fighting,Namco Bandai Games,0.0,0.0,0.0,0.0,0.01,,,,,,2005-01-18
Puzzler Collection,PSP,2008.0,Puzzle,Ubisoft,0.0,0.0,0.0,0.0,0.01,,,,,,2008-08-01
AMF Xtreme Bowling,X,2006.0,Sports,Bethesda Softworks,0.01,0.0,0.0,0.0,0.01,34.0,5.0,6.8,4.0,E,2006-01-12
Moujuutsukai to Oujisama: Flower & Snow,PSV,2015.0,Action,Idea Factory,0.0,0.0,0.01,0.0,0.01,,,,,,2015-02-05
Nintama Rantarou: Gakunen Taikousen Puzzle! no Dan,DS,2010.0,Puzzle,Russel,0.0,0.0,0.01,0.0,0.01,,,,,,2010-04-06
Professional Fishermans Tour: Big Bass Open,3DS,2011.0,Sports,Starfish,0.01,0.0,0.0,0.0,0.01,,,,,,2011-02-24
Dark Parables: The Little Mermaid and the Purple Tide,PC,2016.0,Adventure,Astragon,0.0,0.01,0.0,0.0,0.01,,,,,,2016-02-08
Lost Identities,DS,2010.0,Adventure,DTP Entertainment,0.0,0.01,0.0,0.0,0.01,,,,,,2010-10-02
Lionheart: Kings Crusade,PC,2010.0,Strategy,Paradox Interactive,0.0,0.01,0.0,0.0,0.01,,,,,,2010-07-08
Sakura Note: Imanitsu na Garu Mirai,DS,2009.0,Adventure,Marvelous Interactive,0.0,0.0,0.01,0.0,0.01,,,,,,2009-11-09
Deadfall Adventures,X360,2013.0,Action,Unknown,0.0,0.01,0.0,0.0,0.01,43.0,13.0,7.9,101.0,M,2013-09-25
Hoshiiro no Okurimono,PS2,2007.0,Adventure,Takuyo,0.0,0.0,0.01,0.0,0.01,,,,,,2007-04-13
MotorStorm Complete,PS3,2008.0,Racing,Sony Computer Entertainment,0.0,0.0,0.01,0.0,0.01,,,,,,2008-01-23
Kurayami no Hate de Kimi o Matsu,DS,2009.0,Adventure,D3Publisher,0.0,0.0,0.01,0.0,0.01,,,,,,2009-02-08
Final Approach 2: 1st Priority Portable,PSP,2009.0,Adventure,Princess Soft,0.0,0.0,0.01,0.0,0.01,,,,,,2009-11-20
Battle Worlds: Kronos,XOne,2016.0,Strategy,Nordic Games,0.01,0.0,0.0,0.0,0.01,65.0,4.0,,,E10+,2016-12-02
King Arthur Collection,PC,2011.0,Strategy,Paradox Interactive,0.0,0.01,0.0,0.0,0.01,,,8.0,4.0,T,2011-01-18
Hello Kitty Kruisers,WiiU,2014.0,Racing,Bergsala Lightweight,0.01,0.0,0.0,0.0,0.01,,,6.0,7.0,E,2014-07-21
7 Wonders of the Ancient World,PC,2007.0,Puzzle,Mumbo Jumbo,0.0,0.01,0.0,0.0,0.01,,,,,E,2007-12-24
Deponia Doomsday,PC,2016.0,Adventure,Daedalic Entertainment,0.0,0.01,0.0,0.0,0.01,76.0,29.0,7.0,66.0,,2016-09-22
Kokuga,3DS,2012.0,Action,G.Rev,0.0,0.0,0.01,0.0,0.01,77.0,14.0,7.5,19.0,E,2012-10-14
Mechanic Escape,X360,2012.0,Platform,D3Publisher,0.0,0.0,0.01,0.0,0.01,,,,,,2012-03-23
Memories Off: Omoide ni Kawaru-Kun,PSP,2008.0,Adventure,5p,0.0,0.0,0.01,0.0,0.01,,,,,,2008-08-08
Muv-Luv Alternative: Total Eclipse,X360,2013.0,Simulation,5p,0.0,0.0,0.01,0.0,0.01,,,,,,2013-07-10
Hakuouki 3D,3DS,2011.0,Adventure,Idea Factory,0.0,0.01,0.0,0.0,0.01,,,,,,2011-03-09
Leisure Suit Larry: Box Office Bust,PC,2009.0,Adventure,Codemasters,0.0,0.01,0.0,0.0,0.01,20.0,17.0,2.1,36.0,M,2009-05-07
Nanatama: Chronicle of Dungeon Maker,PSP,2009.0,Role-Playing,Global A Entertainment,0.0,0.0,0.01,0.0,0.01,,,,,,2009-04-12
Moe Moe 2-ji Taisen (Ryoku) * Deluxe,PS2,2008.0,Adventure,System Soft,0.0,0.0,0.01,0.0,0.01,,,,,,2008-01-23
The Ball,PC,2010.0,Shooter,Iceberg Interactive,0.0,0.01,0.0,0.0,0.01,68.0,22.0,6.4,57.0,M,2010-03-25
"Koori no Bohyou: Ichiryuuwa, 3-dome no Junan",PSP,2010.0,Strategy,Nippon Ichi Software,0.0,0.0,0.01,0.0,0.01,,,,,,2010-01-23
Arcobaleno!,PS2,2009.0,Simulation,Idea Factory,0.0,0.0,0.01,0.0,0.01,,,,,,2009-02-18
Championship Manager 2007,X360,2007.0,Sports,Eidos Interactive,0.0,0.01,0.0,0.0,0.01,,,,,,2007-10-16
